month,revenue,marketing_spend,operating_expenses,new_customers,total_customers,date,CAC,ARPU,lost_customers,churn_rate,average_lifespan,LTV,burn_rate,runway_months,LTV_CAC_ratio
2013-09-01,18155,6203,14164,119,17748,Sep-2013,52.12605042016807,1.0229321613702953,12.0,0.0006802335468510855,1470.0833333333335,1503.795521561115,2212,45.2,28.85
2013-10-01,18120,2171,18636,66,17800,Oct-2013,32.89393939393939,1.0179775280898877,14.0,0.0007888212756366914,1267.7142857142858,1290.5046548956664,2687,37.2,39.23
2013-11-01,16616,3458,10672,164,17953,Nov-2013,21.085365853658537,0.9255277669470283,11.0,0.0006179775280898876,1618.1818181818182,1497.6722046961004,-2486,0.0,71.03
2013-12-01,24257,5549,12200,196,18137,Dec-2013,28.31122448979592,1.3374317693113524,12.0,0.0006684119645741659,1496.0833333333333,2000.9093795372257,-6508,0.0,70.68
2014-01-01,24486,6197,8016,97,18207,Jan-2014,63.88659793814433,1.3448673587081892,27.0,0.001488669570491261,671.7407407407408,903.4021957366825,-10273,0.0,14.14
2014-02-01,26646,4322,11191,157,18353,Feb-2014,27.528662420382165,1.451860731215605,11.0,0.0006041632339210194,1655.1818181818182,2403.0934848402294,-11133,0.0,87.29
2014-03-01,24075,3636,8392,101,18438,Mar-2014,36.0,1.3057273023104459,16.0,0.0008717920775894949,1147.0625,1497.7508237064758,-12047,0.0,41.6
2014-04-01,19208,5115,16616,145,18555,Apr-2014,35.275862068965516,1.0351926704392347,28.0,0.0015186028853454822,658.5,681.6743734842361,2523,39.6,19.32
2014-05-01,26371,6090,14272,119,18662,May-2014,51.1764705882353,1.4130854142106954,12.0,0.0006467259498787389,1546.2499999999998,2184.9833217232876,-6009,0.0,42.7
2014-06-01,21835,5004,8571,151,18784,Jun-2014,33.13907284768212,1.162425468483816,29.0,0.0015539599185510663,643.5172413793103,748.0408307877577,-8260,0.0,22.57
2014-07-01,23168,2329,11631,124,18895,Jul-2014,18.782258064516128,1.2261444826673724,13.0,0.0006920783645655877,1444.923076923077,1771.684458647994,-9208,0.0,94.33
2014-08-01,12049,5640,14172,192,19063,Aug-2014,29.375,0.6320621098462991,24.0,0.0012701772955808414,787.2916666666667,497.6172318977426,7763,12.9,16.94
2014-09-01,15423,5894,17312,131,19165,Sep-2014,44.99236641221374,0.8047482389773024,29.0,0.0015212715732046372,657.3448275862069,528.9970924008385,7783,12.8,11.76
2014-10-01,24589,6107,15177,141,19295,Oct-2014,43.312056737588655,1.2743715988598083,11.0,0.000573962953300287,1742.272727272727,2220.302881104384,-3305,0.0,51.26
2014-11-01,29492,3341,16433,53,19336,Nov-2014,63.0377358490566,1.5252378982209351,12.0,0.0006219227779217414,1607.9166666666667,2452.4554371810787,-9718,0.0,38.9
2014-12-01,17158,5663,11897,184,19506,Dec-2014,30.777173913043477,0.8796267815031272,14.0,0.0007240380637153496,1381.142857142857,1214.8902462246049,402,248.8,39.47
2015-01-01,20248,2215,16123,158,19654,Jan-2015,14.018987341772151,1.030222855398392,10.0,0.0005126627704296114,1950.6000000000001,2009.5527017401037,-1910,0.0,143.35
2015-02-01,17400,2338,10279,97,19726,Feb-2015,24.103092783505154,0.8820845584507756,25.0,0.0012720056985855296,786.1600000000001,693.4595964716618,-4783,0.0,28.77
2015-03-01,29554,6062,16980,122,19820,Mar-2015,49.68852459016394,1.4911200807265388,28.0,0.0014194464158978,704.5,1050.4940968718465,-6512,0.0,21.14
2015-04-01,19874,4708,15451,121,19922,Apr-2015,38.90909090909091,0.997590603353077,19.0,0.000958627648839556,1043.157894736842,1040.644513603052,285,350.9,26.75
2015-05-01,25151,5152,16906,165,20058,May-2015,31.224242424242423,1.2539136504138,29.0,0.0014556771408493123,686.9655172413793,861.3954394325422,-3093,0.0,27.59
2015-06-01,28639,3750,19041,130,20172,Jun-2015,28.846153846153847,1.4197402339877057,16.0,0.0007976867085452188,1253.625,1779.8218508328375,-5848,0.0,61.7
2015-07-01,11154,4421,8775,130,20285,Jul-2015,34.00769230769231,0.5498644318461917,17.0,0.0008427523299623241,1186.5882352941176,652.4626658353752,2042,49.0,19.19
2015-08-01,14499,2709,14869,162,20422,Aug-2015,16.72222222222222,0.7099696405836843,25.0,0.0012324377618930244,811.4,576.0693663696014,3079,32.5,34.45
2015-09-01,16295,5726,10247,145,20549,Sep-2015,39.48965517241379,0.7929826268918195,18.0,0.000881402409166585,1134.5555555555557,899.6828447991522,-322,0.0,22.78
2015-10-01,22183,5642,15088,121,20645,Oct-2015,46.62809917355372,1.074497457011383,25.0,0.0012166042143169984,821.9599999999999,883.1939297650763,-1453,0.0,18.94
2015-11-01,22874,5993,8078,196,20830,Nov-2015,30.5765306122449,1.098127700432069,11.0,0.0005328166626301768,1876.8181818181818,2060.986034129097,-8803,0.0,67.4
2015-12-01,28032,2488,16080,112,20920,Dec-2015,22.214285714285715,1.339961759082218,22.0,0.0010561689870379261,946.8181818181818,1268.700156440118,-9464,0.0,57.11
2016-01-01,15539,2046,15099,87,20990,Jan-2016,23.517241379310345,0.7403049070986184,17.0,0.0008126195028680688,1230.5882352941178,911.0105092060646,1606,62.3,38.74
2016-02-01,19637,5359,11926,116,21091,Feb-2016,46.19827586206897,0.9310606419799915,15.0,0.0007146260123868509,1399.3333333333333,1302.8641916773347,-2352,0.0,28.2
2016-03-01,25586,6873,17047,118,21179,Mar-2016,58.24576271186441,1.2080834789177959,30.0,0.0014224076620359394,703.0333333333334,849.3229551285078,-1666,0.0,14.58
2016-04-01,12557,6806,15340,62,21216,Apr-2016,109.7741935483871,0.5918646304675717,25.0,0.0011804145615940318,847.1600000000001,501.40404034690806,9589,10.4,4.57
2016-05-01,15592,2400,15083,80,21283,May-2016,30.0,0.7326034863506085,13.0,0.0006127450980392157,1632.0,1195.608889724193,1891,52.9,39.85
2016-06-01,26482,5990,14230,163,21429,Jun-2016,36.74846625766871,1.235801950627654,17.0,0.0007987595733684161,1251.9411764705883,1547.151347953433,-6262,0.0,42.1
2016-07-01,12200,5157,18340,71,21490,Jul-2016,72.63380281690141,0.5677059097254537,10.0,0.0004666573335199963,2142.9,1216.5369939506747,11297,8.9,16.75
2016-08-01,24172,6345,17223,142,21616,Aug-2016,44.683098591549296,1.1182457438934124,16.0,0.0007445323406235459,1343.125,1501.9438147668395,-604,0.0,33.61
2016-09-01,12961,2390,12940,116,21703,Sep-2016,20.603448275862068,0.5971985439800949,29.0,0.00134159881569208,745.3793103448276,445.1394388508183,2369,42.2,21.61
2016-10-01,24207,5853,11271,103,21794,Oct-2016,56.8252427184466,1.1107185463889144,12.0,0.0005529189512970557,1808.5833333333335,2008.8270510232176,-7083,0.0,35.35
2016-11-01,21969,6430,19768,187,21967,Nov-2016,34.38502673796791,1.000091045659398,14.0,0.0006423786363219235,1556.7142857142856,1556.8560177929228,4229,23.6,45.28
2016-12-01,12869,2628,11456,91,22028,Dec-2016,28.87912087912088,0.5842110041765026,30.0,0.001365684890972823,732.2333333333333,427.77877095817445,1215,82.3,14.81
2017-01-01,27340,6232,15788,113,22128,Jan-2017,55.150442477876105,1.2355386840202458,13.0,0.0005901579807517705,1694.4615384615383,2093.5727793536903,-5320,0.0,37.96
2017-02-01,23992,4930,19698,175,22290,Feb-2017,28.17142857142857,1.0763571108120233,13.0,0.0005874909616775127,1702.1538461538462,1832.1253960037272,636,157.2,65.03
2017-03-01,15699,3521,16599,70,22337,Mar-2017,50.3,0.7028249093432422,23.0,0.001031852848811126,969.1304347826087,681.1290099678638,4421,22.6,13.54
2017-04-01,13987,2826,15650,84,22396,Apr-2017,33.642857142857146,0.6245311662796929,25.0,0.001119219232663294,893.48,558.00610644758,4489,22.3,16.59
2017-05-01,23446,6822,10711,79,22458,May-2017,86.35443037974683,1.0439932318104908,17.0,0.0007590641185926058,1317.4117647058824,1375.368965860456,-5913,0.0,15.93
2017-06-01,11218,3500,19280,106,22544,Jun-2017,33.0188679245283,0.49760468417317244,20.0,0.0008905512512245079,1122.9,558.7602998580554,11562,8.6,16.92
2017-07-01,14735,5294,9668,96,22612,Jul-2017,55.145833333333336,0.6516451441712365,28.0,0.001242015613910575,805.1428571428571,524.6674332212984,227,440.5,9.51
2017-08-01,21296,4419,8147,68,22665,Aug-2017,64.98529411764706,0.9395984998896978,15.0,0.0006633645851760127,1507.4666666666667,1416.413418633723,-8730,0.0,21.8
2017-09-01,14555,2934,14420,163,22810,Sep-2017,18.0,0.6380973257343271,18.0,0.0007941760423560556,1259.1666666666667,803.4708826538069,2799,35.7,44.64
2017-10-01,19146,5042,18142,57,22846,Oct-2017,88.45614035087719,0.8380460474481309,21.0,0.000920648838228847,1086.1904761904761,910.2776353472317,4038,24.8,10.29
2017-11-01,18050,6497,8365,75,22909,Nov-2017,86.62666666666667,0.7878999519839365,12.0,0.0005252560623303861,1903.8333333333333,1500.030191918751,-3188,0.0,17.32
2017-12-01,22757,3466,17866,162,23059,Dec-2017,21.395061728395063,0.986903161455397,12.0,0.0005238116024269937,1909.0833333333335,1884.0803771484743,-1425,0.0,88.06
2018-01-01,29830,5561,12531,120,23163,Jan-2018,46.34166666666667,1.287829728446229,16.0,0.0006938722407736675,1441.1875,1856.0041067650998,-11738,0.0,40.05
2018-02-01,27429,2614,13330,79,23228,Feb-2018,33.08860759493671,1.1808593077320475,14.0,0.0006044122091266244,1654.5,1953.7317246426726,-11485,0.0,59.05
2018-03-01,16893,3182,13510,184,23401,Mar-2018,17.293478260869566,0.7218922268279133,11.0,0.0004735663853969347,2111.6363636363635,1524.3738767962518,-201,0.0,88.15
2018-04-01,28077,5223,18738,116,23492,Apr-2018,45.025862068965516,1.1951728247914184,25.0,0.001068330413230204,936.04,1118.7295709177592,-4116,0.0,24.85
2018-05-01,24373,4667,16754,114,23580,May-2018,40.93859649122807,1.0336301950805769,26.0,0.0011067597479993189,903.5384615384615,933.9246362628043,-2952,0.0,22.81
2018-06-01,24565,2130,19754,85,23649,Jun-2018,25.058823529411764,1.0387331388219374,16.0,0.0006785411365564037,1473.75,1530.8329633388303,-2681,0.0,61.09
2018-07-01,13436,4983,18681,74,23698,Jul-2018,67.33783783783784,0.5669676765971812,25.0,0.0010571271512537527,945.96,536.3287433538695,10228,9.8,7.96
2018-08-01,18754,6278,16964,86,23760,Aug-2018,73.0,0.7893097643097643,24.0,0.0010127436914507554,987.4166666666666,779.3776164421997,4488,22.3,10.68
2018-09-01,20677,6459,14493,50,23790,Sep-2018,129.18,0.8691467002942412,20.0,0.0008417508417508417,1188.0,1032.5462799495585,275,363.6,7.99
2018-10-01,15895,2038,18229,192,23957,Oct-2018,10.614583333333334,0.6634804023876112,25.0,0.0010508617065994115,951.6,631.3679509120508,4372,22.9,59.48
2018-11-01,29738,5959,19615,86,24025,Nov-2018,69.29069767441861,1.2377939646201872,18.0,0.0007513461618733565,1330.9444444444443,1647.4350005781012,-4164,0.0,23.78
2018-12-01,26609,5587,18759,190,24185,Dec-2018,29.405263157894737,1.1002274136861692,30.0,0.0012486992715920915,800.8333333333334,881.0987871270072,-2263,0.0,29.96
2019-01-01,25636,2920,13439,185,24344,Jan-2019,15.783783783783784,1.053072625698324,26.0,0.0010750465164358074,930.1923076923076,979.5600558659218,-9277,0.0,62.06
2019-02-01,17022,4769,17765,182,24513,Feb-2019,26.203296703296704,0.6944070493207686,13.0,0.0005340124876766349,1872.6153846153845,1300.3573237434452,5512,18.1,49.63
2019-03-01,19151,6111,19886,177,24664,Mar-2019,34.52542372881356,0.7764758352254297,26.0,0.0010606616897156612,942.8076923076923,732.0673903415753,6846,14.6,21.2
2019-04-01,15600,2492,14511,176,24813,Apr-2019,14.159090909090908,0.6287026961673317,27.0,0.0010947129419396691,913.4814814814815,574.3082703063359,1403,71.3,40.56
2019-05-01,17996,3131,19483,50,24845,May-2019,62.62,0.7243308512779231,18.0,0.0007254261878853826,1378.5,998.490078486617,4618,21.7,15.95
2019-06-01,19007,5521,15504,84,24902,Jun-2019,65.72619047619048,0.7632720263432656,27.0,0.0010867377742000402,920.1851851851852,702.3516109073495,2018,49.6,10.69
2019-07-01,22946,2310,9246,153,25029,Jul-2019,15.098039215686274,0.9167765392145112,26.0,0.0010440928439482773,957.7692307692307,878.0603607507599,-11390,0.0,58.16
2019-08-01,14642,2738,19911,72,25078,Aug-2019,38.02777777777778,0.5838583619108382,23.0,0.0009189340365176395,1088.2173913043478,635.364823489842,8007,12.5,16.71
2019-09-01,21312,5241,11839,58,25110,Sep-2019,90.36206896551724,0.8487455197132616,26.0,0.0010367652922880612,964.5384615384615,818.6476978218914,-4232,0.0,9.06
2019-10-01,17679,2545,16551,83,25169,Oct-2019,30.662650602409638,0.7024116969287616,24.0,0.0009557945041816009,1046.25,734.8982379117168,1417,70.6,23.97
2019-11-01,18208,4461,10376,177,25323,Nov-2019,25.203389830508474,0.7190301307112111,23.0,0.0009138225594977949,1094.304347826087,786.837798255238,-3371,0.0,31.22
2019-12-01,28589,6346,11009,53,25347,Dec-2019,119.73584905660377,1.1279046829999606,29.0,0.0011452039647751055,873.2068965517242,984.8941478485518,-11234,0.0,8.23
2020-01-01,20716,6854,19185,151,25488,Jan-2020,45.390728476821195,0.8127746390458255,10.0,0.0003945240067858129,2534.7000000000003,2060.139877589454,5323,18.8,45.39
2020-02-01,27453,3804,17154,124,25595,Feb-2020,30.677419354838708,1.0725923031842157,17.0,0.0006669805398618958,1499.2941176470588,1608.1313307976052,-6495,0.0,52.42
2020-03-01,13444,5212,19824,148,25725,Mar-2020,35.21621621621622,0.5226044703595724,18.0,0.0007032623559288923,1421.9444444444446,743.1145232696254,11592,8.6,21.1
2020-04-01,20757,5810,9827,121,25820,Apr-2020,48.01652892561984,0.8039116963594113,26.0,0.001010689990281827,989.423076923077,795.4087841863791,-5120,0.0,16.57
2020-05-01,24434,2813,14979,52,25858,May-2020,54.09615384615385,0.9449300023203651,14.0,0.0005422153369481022,1844.2857142857144,1742.7209042794163,-6642,0.0,32.22
2020-06-01,11060,6124,17805,191,26034,Jun-2020,32.06282722513089,0.42482906967811324,15.0,0.0005800912676927837,1723.8666666666668,732.3486722491102,12869,7.8,22.84
2020-07-01,28711,4032,17832,83,26089,Jul-2020,48.57831325301205,1.1005021273333588,28.0,0.0010755166320964892,929.7857142857143,1023.2311565355952,-6847,0.0,21.06
2020-08-01,13420,6572,18408,94,26161,Aug-2020,69.91489361702128,0.5129773326707695,22.0,0.0008432672773966039,1185.8636363636363,608.3211650930775,11560,8.7,8.7
2020-09-01,10301,6413,16569,110,26250,Sep-2020,58.3,0.3924190476190476,21.0,0.0008027216085012041,1245.7619047619046,488.8607002267573,12681,7.9,8.39
2020-10-01,22468,2244,12285,132,26353,Oct-2020,17.0,0.8525784540659508,29.0,0.0011047619047619048,905.1724137931034,771.7304972148692,-7939,0.0,45.4
2020-11-01,26990,6843,14910,172,26505,Nov-2020,39.78488372093023,1.0182984342576873,20.0,0.000758926877395363,1317.6499999999999,1341.7609318996415,-5237,0.0,33.73
2020-12-01,29554,6792,16561,151,26638,Dec-2020,44.980132450331126,1.109467677753585,18.0,0.0006791171477079797,1472.5,1633.691155492154,-6201,0.0,36.32
2021-01-01,10699,2271,10196,65,26673,Jan-2021,34.93846153846154,0.401117234656769,30.0,0.001126210676477213,887.9333333333333,356.16536322623375,1768,56.6,10.19
2021-02-01,10190,5511,11747,115,26773,Feb-2021,47.92173913043478,0.38060732827848953,15.0,0.0005623664379709819,1778.2,676.7959511448101,7068,14.1,14.12
2021-03-01,20492,3771,16843,194,26949,Mar-2021,19.438144329896907,0.7603992727002857,18.0,0.0006723191274791767,1487.388888888889,1131.0094293335972,122,819.7,58.19
2021-04-01,27364,3262,13978,168,27107,Apr-2021,19.416666666666668,1.0094809458811378,10.0,0.00037107128279342464,2694.9,2720.450201055078,-10124,0.0,140.11
2021-05-01,12975,4424,13607,173,27253,May-2021,25.572254335260116,0.4760943749312002,27.0,0.0009960526801195263,1003.9629629629629,477.98111930592756,5056,19.8,18.69
2021-06-01,16102,6361,8769,193,27427,Jun-2021,32.95854922279793,0.5870857184526197,19.0,0.0006971709536564782,1434.3684210526314,842.0972149994338,-972,0.0,25.55
2021-07-01,27568,2920,18613,151,27567,Jul-2021,19.337748344370862,1.0000362752566474,11.0,0.00040106464432858134,2493.363636363636,2493.4540837694603,-6035,0.0,128.94
2021-08-01,29711,5430,8780,115,27663,Aug-2021,47.21739130434783,1.0740339081083035,19.0,0.0006892298763013749,1450.8947368421052,1558.3101444642948,-15501,0.0,33.0
2021-09-01,29778,6435,17908,62,27711,Sep-2021,103.79032258064517,1.0745913175273356,14.0,0.000506091168709106,1975.9285714285716,2123.315686911335,-5435,0.0,20.46
2021-10-01,11816,6484,14303,160,27845,Oct-2021,40.525,0.4243490752379242,26.0,0.0009382555663815813,1065.8076923076924,452.2745086122353,8971,11.1,11.16
2021-11-01,10569,4624,11983,83,27912,Nov-2021,55.71084337349398,0.37865434221840066,16.0,0.0005746094451427545,1740.3125000000002,658.9768849419605,6038,16.6,11.83
2021-12-01,15442,5760,17503,88,27976,Dec-2021,65.45454545454545,0.5519731198169859,24.0,0.0008598452278589854,1163.0,641.9447383471546,7821,12.8,9.81
2022-01-01,11895,4050,19551,185,28146,Jan-2022,21.89189189189189,0.4226177787252185,15.0,0.0005361738633114098,1865.0666666666666,788.2103318411141,11706,8.5,36.0
2022-02-01,29117,5500,16714,169,28286,Feb-2022,32.544378698224854,1.0293784911263522,29.0,0.0010303417892418105,970.551724137931,999.065069353183,-6903,0.0,30.7
2022-03-01,13863,3165,8521,175,28439,Mar-2022,18.085714285714285,0.4874643974823306,22.0,0.0007777699215159443,1285.7272727272727,626.7462703266002,-2177,0.0,34.65
2022-04-01,22913,2375,18512,104,28520,Apr-2022,22.83653846153846,0.8034011220196353,23.0,0.000808748549527058,1236.4782608695652,993.388022135496,-2026,0.0,43.5
2022-05-01,17455,4033,17127,76,28577,May-2022,53.06578947368421,0.610805892850894,19.0,0.0006661991584852735,1501.0526315789473,916.851792847763,3705,27.0,17.28
2022-06-01,14014,2145,15569,167,28730,Jun-2022,12.844311377245509,0.48778280542986424,14.0,0.0004899044686286175,2041.2142857142856,995.6692307692307,3700,27.0,77.52
2022-07-01,21093,6388,18422,102,28806,Jul-2022,62.627450980392155,0.732243282649448,26.0,0.0009049773755656109,1105.0,809.1288273276401,3717,26.9,12.92
2022-08-01,28070,2431,13784,88,28867,Aug-2022,27.625,0.9723906190459695,27.0,0.0009373047281816288,1066.888888888889,1037.4327471199333,-11855,0.0,37.55
2022-09-01,13009,2704,12583,114,28965,Sep-2022,23.719298245614034,0.4491282582427067,16.0,0.000554266117019434,1804.1875,810.3115894182633,2278,43.9,34.16
2022-10-01,26538,4632,13946,194,29130,Oct-2022,23.876288659793815,0.9110195674562307,29.0,0.0010012083549110996,998.7931034482758,909.9200610817145,-7960,0.0,38.11
2022-11-01,20729,6494,12941,62,29170,Nov-2022,104.74193548387096,0.7106273568735002,22.0,0.0007552351527634741,1324.090909090909,940.9352229875027,-1294,0.0,8.98
2022-12-01,11409,2963,14267,70,29215,Dec-2022,42.32857142857143,0.3905185692281362,25.0,0.0008570449091532396,1166.8,455.6570665753893,5821,17.2,10.76
2023-01-01,22249,4234,15128,196,29398,Jan-2023,21.602040816326532,0.7568201918497857,13.0,0.0004449768954304296,2247.3076923076924,1700.807838837807,-2887,0.0,78.73
2023-02-01,10784,4041,19889,102,29473,Feb-2023,39.61764705882353,0.365894208258406,27.0,0.000918429825158174,1088.8148148148148,398.39103460668963,13146,7.6,10.06
2023-03-01,18096,3828,19029,68,29512,Mar-2023,56.294117647058826,0.613174301978856,29.0,0.0009839514131578055,1016.310344827586,623.1753862835455,4761,21.0,11.07
2023-04-01,17560,4108,10461,106,29599,Apr-2023,38.75471698113208,0.5932632859218216,19.0,0.0006438059094605584,1553.2631578947369,921.4940049539368,-2991,0.0,23.78
2023-05-01,22533,6068,19435,74,29649,May-2023,82.0,0.7599919052919154,24.0,0.0008108382039933781,1233.2916666666667,937.2916835306419,2970,33.7,11.43
2023-06-01,17343,2938,19551,80,29706,Jun-2023,36.725,0.5838214502120783,23.0,0.0007757428581065129,1289.086956521739,752.596616405996,5146,19.4,20.49
2023-07-01,17206,6805,8685,130,29816,Jul-2023,52.34615384615385,0.57707271263751,20.0,0.0006732646603379789,1485.3,857.1261000804936,-1716,0.0,16.37
2023-08-01,15801,2806,10160,72,29866,Aug-2023,38.97222222222222,0.5290631487309985,22.0,0.0007378588677220284,1355.2727272727273,717.0248564801568,-2835,0.0,18.4
2023-09-01,29190,3463,15031,81,29918,Sep-2023,42.75308641975309,0.9756668226485727,29.0,0.0009710038170494878,1029.8620689655172,1004.8022525938715,-10696,0.0,23.5
2023-10-01,26921,5415,17759,123,30011,Oct-2023,44.02439024390244,0.8970377528239646,30.0,0.001002740824921452,997.2666666666668,894.5858496329125,-3747,0.0,20.32
2023-11-01,15986,2010,13341,59,30047,Nov-2023,34.067796610169495,0.5320331480680267,23.0,0.0007663856585918496,1304.8260869565217,694.210730724763,-635,0.0,20.38
2023-12-01,28225,3868,8038,103,30134,Dec-2023,37.55339805825243,0.9366496316453176,16.0,0.000532499084767198,1877.9375000000002,1758.9694676279287,-16319,0.0,46.84
2024-01-01,20647,6867,18736,101,30215,Jan-2024,67.99009900990099,0.6833360913453582,20.0,0.0006637021304838389,1506.7,1029.5824888300513,4956,20.2,15.14
2024-02-01,18716,2884,12875,197,30401,Feb-2024,14.639593908629442,0.6156376434985691,11.0,0.0003640575872910806,2746.8181818181815,1691.0446725735694,-2957,0.0,115.51
2024-03-01,29334,5564,9256,163,30552,Mar-2024,34.13496932515337,0.9601335428122545,12.0,0.00039472385776783656,2533.416666666667,2432.4183195862793,-14514,0.0,71.26
2024-04-01,22323,3389,19182,63,30588,Apr-2024,53.79365079365079,0.7297959984307572,27.0,0.0008837391987431265,1131.5555555555557,825.8047164465369,248,403.2,15.35
2024-05-01,14780,5401,15697,159,30723,May-2024,33.9685534591195,0.48107281189987955,24.0,0.0007846214201647705,1274.5,613.1272987663965,6318,15.8,18.05
2024-06-01,12368,6321,10196,102,30800,Jun-2024,61.970588235294116,0.40155844155844156,25.0,0.0008137226182338964,1228.92,493.4832,4149,24.1,7.96
2024-07-01,22039,2824,19660,128,30906,Jul-2024,22.0625,0.7130977803662719,22.0,0.0007142857142857143,1400.0,998.3368925127807,445,224.7,45.25
2024-08-01,16655,4265,15165,71,30951,Aug-2024,60.070422535211264,0.5381086233078091,26.0,0.0008412605966479001,1188.6923076923076,639.6455812288903,2775,36.0,10.65
2024-09-01,18173,2936,18900,79,31017,Sep-2024,37.164556962025316,0.5859045039816875,13.0,0.0004200187392975994,2380.846153846154,1394.9484848259392,3663,27.3,37.53
2024-10-01,14495,4800,8301,53,31049,Oct-2024,90.56603773584905,0.4668427324551515,21.0,0.0006770480704129993,1477.0,689.5267158362587,-1394,0.0,7.61
2024-11-01,20893,4553,15527,108,31144,Nov-2024,42.157407407407405,0.6708515283842795,13.0,0.0004186930335920642,2388.3846153846152,1602.2514696002688,-813,0.0,38.01
2024-12-01,23403,5845,14381,57,31182,Dec-2024,102.54385964912281,0.7505291514335194,19.0,0.0006100693552530183,1639.157894736842,1230.235783802396,-3177,0.0,12.0
2025-01-01,23121,3796,8646,61,31226,Jan-2025,62.22950819672131,0.7404406584256709,17.0,0.0005451863254441665,1834.2352941176468,1358.1423888840745,-10679,0.0,21.82
2025-02-01,20966,2053,17951,168,31384,Feb-2025,12.220238095238095,0.6680474126943665,10.0,0.0003202459488887466,3122.6,2086.044850879429,-962,0.0,170.7
2025-03-01,10853,2726,16789,83,31457,Mar-2025,32.8433734939759,0.34501064945799026,10.0,0.00031863369869997453,3138.3999999999996,1082.7814222589566,8662,11.5,32.97
2025-04-01,26958,4736,16853,131,31564,Apr-2025,36.152671755725194,0.8540742618172602,24.0,0.0007629462440792192,1310.7083333333335,1119.4422522493983,-5369,0.0,30.96
2025-05-01,27532,5170,12330,147,31691,May-2025,35.17006802721088,0.8687640023981572,20.0,0.0006336332530731213,1578.2,1371.0833485847718,-10032,0.0,38.98
2025-06-01,19907,3913,17560,176,31841,Jun-2025,22.232954545454547,0.6252002135611319,26.0,0.000820422201886971,1218.8846153846155,762.0469218448396,1566,63.9,34.28
2025-07-01,14777,3596,18773,124,31937,Jul-2025,29.0,0.4626921752199643,28.0,0.0008793693665399956,1137.1785714285716,526.1636268278173,7592,13.2,18.14
2025-08-01,25338,3914,15003,154,32062,Aug-2025,25.415584415584416,0.7902813299232737,29.0,0.00090803769922034,1101.2758620689656,870.3177528882619,-6421,0.0,34.24
2025-09-01,12491,4466,11537,98,32149,Sep-2025,45.57142857142857,0.38853463560297363,11.0,0.0003430852722849479,2914.7272727272725,1132.47249879114,3512,28.5,24.85
2025-10-01,25328,4737,12558,128,32265,Oct-2025,37.0078125,0.7849992251665892,12.0,0.0003732619988180037,2679.0833333333335,2103.0783408233897,-8033,0.0,56.83
2025-11-01,24599,2849,14579,142,32384,Nov-2025,20.06338028169014,0.7596035079051383,23.0,0.0007128467379513405,1402.8260869565217,1065.5916166330126,-7171,0.0,53.11
2025-12-01,29508,4109,16474,67,32438,Dec-2025,61.32835820895522,0.9096738393242494,13.0,0.0004014328063241107,2491.076923076923,2266.0675086674223,-8925,0.0,36.95
2026-01-01,13051,2002,19870,145,32564,Jan-2026,13.806896551724138,0.40078000245670065,19.0,0.0005857327825389975,1707.2631578947367,684.2369326152871,8821,11.3,49.56
2026-02-01,25979,6255,17678,87,32626,Feb-2026,71.89655172413794,0.7962667810948323,25.0,0.0007677189534455226,1302.56,1037.1852583828847,-2046,0.0,14.43
2026-03-01,26388,6069,12082,136,32748,Mar-2026,44.625,0.8057896665445218,14.0,0.00042910562128363884,2330.428571428571,1877.8352614772546,-8237,0.0,42.08
2026-04-01,10876,6876,12183,137,32870,Apr-2026,50.18978102189781,0.3308792211743231,15.0,0.0004580432392817882,2183.2,722.3755156677821,8183,12.2,14.39
2026-05-01,14142,2892,16652,99,32959,May-2026,29.21212121212121,0.42907855214053825,10.0,0.000304228780042592,3287.0,1410.3812008859493,5402,18.5,48.28
2026-06-01,25202,4030,18517,57,32997,Jun-2026,70.70175438596492,0.7637664030063339,19.0,0.0005764738007827908,1734.6842105263158,1324.8935198255663,-2655,0.0,18.74
2026-07-01,16966,5160,11754,183,33162,Jul-2026,28.19672131147541,0.5116096737229359,18.0,0.0005455041367397036,1833.1666666666667,937.8658002130953,-52,0.0,33.26
2026-08-01,17079,4376,18660,118,33259,Aug-2026,37.08474576271186,0.5135151387594336,21.0,0.0006332549303419576,1579.142857142857,810.9137634066826,5957,16.8,21.87
2026-09-01,17987,6675,9724,170,33406,Sep-2026,39.26470588235294,0.53843620906424,23.0,0.0006915421389699029,1446.0434782608695,778.6021685768502,-1588,0.0,19.83
2026-10-01,16799,3933,9376,113,33489,Oct-2026,34.80530973451327,0.5016274000418047,30.0,0.0008980422678560737,1113.5333333333333,558.5788308598843,-3490,0.0,16.05
2026-11-01,14465,3380,18935,188,33667,Nov-2026,17.97872340425532,0.4296492113939466,10.0,0.00029860551225775625,3348.9,1438.8522440371878,7850,12.7,80.03
2026-12-01,27019,5681,16706,170,33809,Dec-2026,33.417647058823526,0.7991659025703215,28.0,0.0008316749339115454,1202.392857142857,960.911372922679,-4632,0.0,28.75
2027-01-01,23417,3290,16894,114,33907,Jan-2027,28.859649122807017,0.6906243548529802,16.0,0.0004732467686119081,2113.0625,1459.3324258265257,-3233,0.0,50.57
2027-02-01,28077,3640,9653,156,34033,Feb-2027,23.333333333333332,0.8249933887697235,30.0,0.0008847730557112101,1130.2333333333333,932.4350277671672,-14784,0.0,39.96
